Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2538 Lavender St,2538 Lavender St,Temporary STR,2,4,03/20/2019 11:59:59 PM,"(29.9973810183874, -90.0514287704497)",3686599.20911,546809.644
FEDERAL CITY INN & SUITES,740 HEBERT DR,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
310 S Pierce St,310 S Pierce St,Accessory STR,2,4,08/07/2019 11:59:59 PM,"(29.9717121069869, -90.1011631101359)",3670957.61287,537302.717
PENELOPE'S BED & BREAKFAST,1211 GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9655806714556, -90.0659645853347)",3682126.22677,535194.644486
BEST WEST ST CHRIS HOTEL,114 MAGAZINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9513385898562, -90.0673163147529)",3681755.46101,530010.965505
137 Carondelet St Unit 404,137 Carondelet St Unit 404,Commercial STR,1,2,07/18/2019 02:30:24 PM,"(29.9530666441253, -90.0707604253802)",3680657.90063,530627.31578
JACKS MOTEL,7700 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0124881427712, -89.9970022002821)",3703762.2145,552499.971542
THE QUISBY,1225 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9409201218296, -90.0744571369549)",3679535.82018,526197.515134
HYATT FRENCH QUARTER,800 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9547126434303, -90.0693107509001)",3681110.35407,531230.922882
GRENOBLE HOUSE,329 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9567614880811, -90.0691594706169)",3681150.03816,531976.486915
336 Bermuda St,336 Bermuda St,Accessory STR,3,6,08/06/2019 11:59:59 PM,"(29.9526876541683, -90.0523638078757)",3686484.9389,530554.15872
TERRELL HOUSE,1441 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9353128806252, -90.0723046318246)",3680239.9588,524166.015356
3001 St Ann St,3001 St Ann St,Accessory STR,2,4,08/06/2019 11:59:59 PM,"(29.9735557603945, -90.0854363847653)",3675929.44206,538027.02439
623 Gallier St.,623 Gallier St.,Accessory STR,2,4,07/02/2019 09:12:06 AM,"(29.9619888555797, -90.0408731644771)",3690085.43952,533977.27047
3129 N Claiborne Ave,3129 N Claiborne Ave,Accessory STR,2,4,09/18/2019 11:59:59 PM,"(29.9726498381254, -90.0419224757828)",3689709.50115,537850.24724
4821 Tchoupitoulas St,4821 Tchoupitoulas St,Commercial STR,2,4,05/21/2019 11:59:59 PM,"(29.9168197875884, -90.10631524038)",3669540.18081,517324.29919
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2019 11:59:59 PM,"(29.9468743889211, -90.0682084335347)",3681490.87983,528384.49862
2365 Magazine St,2365 Magazine St,Temporary STR,4,8,04/17/2019 11:59:59 PM,"(29.9282202854642, -90.0791834722609)",3678089.53454,521562.98047
3230 Camp St.,3230 Camp St.,Temporary STR,4,8,05/23/2019 11:59:59 PM,"(29.9244951347913, -90.0875863286054)",3675442.73371,520179.34764
1236 Carondelet St,1236 Carondelet St,Commercial STR,2,4,08/29/2019 01:45:17 PM,"(29.941284339357, -90.0755228334911)",3679196.85992,526326.25145
734 Jefferson avenue,734 Jefferson avenue,Accessory STR,3,6,04/16/2019 09:00:19 AM,"(29.9192221051032, -90.1158431284856)",3666512.67489,518165.67506
SHERATON NEW ORLEANS HOTEL,500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9519060214703, -90.0677362942651)",3681620.18831,530215.835265
CRYSTAL INN,4025 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9686325584817, -90.1050061867321)",3669752.88622,536169.809799
MARCELIN'S ON NAPOLEON,3110 NAPOLEON AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9415609449304, -90.1040180789874)",3670171.3483,526328.89491
4618 Dryades St,4618 Dryades St,Commercial STR,4,8,04/15/2019 09:40:35 AM,"(29.9290157503883, -90.105299918401)",3669814.28206,521762.64294
626 S Hennessey St,626 S Hennessey St,Accessory STR,2,4,05/30/2019 11:59:59 PM,"(29.9714087156128, -90.1074100119064)",3668981.0025,537171.17799
BYWATER BED & BREAKFAST,1026 CLOUET ST,4703 - BED & BREAKFAST INNS,,,,"(29.9669941576769, -90.0445150696178)",3688911.82191,535784.392263
129 Chartres St #425,129 Chartres St #425,Commercial STR,2,4,08/07/2019 11:59:59 PM,"(29.9533147818675, -90.067700307819)",3681625.92563,530728.23813
435 S Clark St,435 S Clark St,Temporary STR,3,6,04/12/2019 11:59:59 PM,"(29.9675569724711, -90.0982370720935)",3671900.29287,535801.72327
212 Loyola Ave Unit 601,212 Loyola Ave Unit 601,Temporary STR,1,2,05/13/2019 04:06:35 PM,"(29.9541362231668, -90.0747754204104)",3679382.23355,531002.26739
600 Canal St APT 305,600 Canal St APT 305,Commercial STR,1,2,02/14/2019 02:31:55 PM,"(29.9524561629676, -90.068501628113)",3681375.62543,530413.21088
1436 Melpomene St,1436 Melpomene St,Accessory STR,2,4,09/25/2019 10:48:34 AM,"(29.9380341510706, -90.0738935577846)",3679725.84072,525150.03283
631 DESIRE LLC,631 DESIRE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9623304119093, -90.0417299829632)",3689812.743,534098.413637
925 Common St 913,925 Common St 913,Commercial STR,1,2,02/21/2019 09:11:01 AM,"(29.953877267874, -90.0724749667624)",3680111.72751,530916.11016
838 Second,838 Second,Accessory STR,3,6,03/31/2019 11:59:58 PM,"(29.9257361057188, -90.0787763870135)",3678228.36546,520661.05516
OLIVIER HOUSE HOTEL,828 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9580818814019, -90.067210870741)",3681761.7565,532463.443396
212 Loyola Ave Unit 1107,212 Loyola Ave Unit 1107,Temporary STR,2,4,04/05/2019 01:02:13 PM,"(29.9542375393797, -90.0746172992481)",3679431.89922,531039.65971
HOTEL DE LA MONNAIE OWNERS  ASSOCIATION INC,405 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9616987714164, -90.0570917988922)",3684951.26537,533814.223941
1307 Milton St,1307 Milton St,Temporary STR,3,6,02/06/2019 11:59:59 PM,"(29.9957378386177, -90.0803371804392)",3677455.62875,546110.90664
925 Common St UNIT 1008,925 Common St UNIT 1008,Commercial STR,1,2,08/13/2019 09:18:32 AM,"(29.9538226183908, -90.0724440696526)",3680121.73004,530896.34525
H H WHITNEY HOUSE,1923 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.971690564501, -90.0715740661946)",3680325.67701,537396.8306
LIONS INN,2517 CHARTRES ST,4703 - BED & BREAKFAST INNS,,,,"(29.963923926526, -90.0524040334696)",3686426.52463,534639.934598
2039 Dauphine St,2039 Dauphine St,Accessory STR,2,4,04/03/2019 02:34:45 PM,"(29.9655546266549, -90.0580455700148)",3684633.66383,535212.9929
COURTYARD BY MARRIOTT IMB-[H/P],124 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9523790378898, -90.0695429222497)",3681046.1949,530381.527042
HAUNTED HOTEL ON URSULINES,623 URSULINES AVE,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9610110683465, -90.0614281657062)",3683581.0006,533548.882693
INN ON URSULINES,708 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9613857895425, -90.06225915735)",3683316.36706,533682.225413
LAMOTHE HOUSE,621 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9631892770117, -90.0593299801524)",3684236.55516,534348.340357
3124 Jena St,3124 Jena St,Accessory STR,,,04/11/2019 10:55:08 AM,"(29.9419338531368, -90.1050374506428)",3669847.06055,526461.03622
LAFITTE GUEST HOUSE,1003 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9612808938629, -90.0635436409099)",3682910.07733,533639.572101
325 Bourbon St Unit 2A,325 Bourbon St Unit 2A,Commercial STR,1,2,08/27/2019 11:59:59 PM,"(29.9559845702092, -90.0681256237185)",3681480.52508,531697.58413
706 N Claiborne Ave,706 N Claiborne Ave,Commercial STR,3,6,07/05/2019 11:59:59 PM,"(29.9638560602264, -90.0731296337069)",3679864.51298,534542.48986
2331 Louisiana Ave,2331 Louisiana Ave,Commercial STR,2,4,05/21/2019 11:59:59 PM,"(29.9353134425974, -90.0945800024831)",3673184.938,524089.2631
5843 Catina ST,5843 Catina ST,Temporary STR,3,6,03/04/2019 12:00:22 PM,"(29.9977911107093, -90.1140058584721)",3666790.63757,546742.58901
MARAIS HOUSE,1123 MARAIS ST,4703 - BED & BREAKFAST INNS,,,,"(29.966029076082, -90.0677665258845)",3681553.89218,535351.395206
DAYS INN & SUITES NEW ORLEANS EAST,10020 I-10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
ST. HELENE HOTEL,508 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9559524630943, -90.0649016837192)",3682501.52213,531697.195331
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2019 11:59:59 PM,"(29.9468539830025, -90.0682783983881)",3681468.8052,528376.83366
ST. LOUIS HOTEL,730 BIENVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9551061198496, -90.0682534091731)",3681443.58831,531377.700419
2824 Dryades ST,2824 Dryades ST,Temporary STR,3,6,02/07/2019 06:36:10 AM,"(29.9330571398227, -90.0883852328222)",3675155.85109,523290.05292
925 Common St 1109,925 Common St 1109,Commercial STR,1,2,02/20/2019 05:22:44 PM,"(29.9537810500379, -90.0724264753389)",3680127.46778,530881.29077
LE PAVILLON HOTEL HOTEL TAX,833 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9502904125285, -90.072836621273)",3680011.55458,529610.537345
925 Common St 1214,925 Common St 1214,Commercial STR,1,2,02/20/2019 05:14:05 PM,"(29.9538679554327, -90.0723244562523)",3680159.4253,530913.24829
1502 N Dorgenois St,1502 N Dorgenois St,Temporary STR,3,6,06/06/2019 11:59:59 PM,"(29.9767578387096, -90.0751824489189)",3679163.02102,539226.92247
600 Canal St APT 302,600 Canal St APT 302,Commercial STR,1,2,02/14/2019 04:12:40 PM,"(29.9524561629676, -90.068501628113)",3681375.62543,530413.21088
HOMEWOOD SUITES - NEW ORLEANS,901 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9504225182386, -90.0731970658559)",3679896.88411,529657.320385
2837 Danneel St Apt 1,2837 Danneel St Apt 1,Accessory STR,2,4,10/22/2019 03:40:08 PM,"(29.933912951932, -90.089362968923)",3674842.79841,523597.8942
4942 Music St,4942 Music St,Temporary STR,3,6,04/18/2019 11:59:59 PM,"(30.0093325810064, -90.0546768543834)",3685522.62594,551144.21032
SUITE JAZZ ON FRENCHMEN,628 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,,,,"(29.9641536154133, -90.0578837462014)",3684690.57161,534704.103686
534 S Miro St,534 S Miro St,Commercial STR,3,6,06/03/2019 06:27:54 PM,"(29.958868783796, -90.0863631166296)",3675694.16251,532683.08672
SUNBURST INN,819 MANDEVILLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9662007058991, -90.0541142093417)",3685875.79446,535461.806278
INTER - CONTINENTAL ROOMS,444 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9502395502587, -90.0702727910079)",3680823.64776,529600.982337
WYNDHAM NEW ORLEANS,124 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9536453665486, -90.0685501287426)",3681355.49378,530845.47949
441 S Olympia St,441 S Olympia St,Accessory STR,1,2,08/15/2019 01:32:54 PM,"(29.9747911953176, -90.1091112892051)",3668429.229,538395.42139
BEST WAY INN & SUITES & TRAILOR PARK,6042 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0088038257333, -90.0182935750577)",3697039.48599,551082.256597
4315 S Derbigny St,4315 S Derbigny St,Temporary STR,3,6,04/17/2019 07:07:49 AM,"(29.9415282581762, -90.1027516024583)",3670572.56795,526321.31411
TONY'S FRENCH QUARTER ROOMS,335 DAUPHINE ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9567676067903, -90.0688598593748)",3681244.88546,531979.758723
BOURGOYNE GUEST HOUSE,839 BOURBON ST,4703 - BED & BREAKFAST INNS,,,,"(29.9601754577615, -90.064343458286)",3682661.27868,533234.78906
806 N Broad St Unit A,806 N Broad St Unit A,Commercial STR,1,2,02/26/2019 11:59:59 PM,"(29.9713949770355, -90.0820188349172)",3677020.00878,537253.08065
738 Jackson Ave,738 Jackson Ave,Accessory STR,3,6,09/20/2019 11:59:59 PM,"(29.9270170235786, -90.0747110872677)",3679510.92687,521140.96396
8138 Green St,8138 Green St,Accessory STR,3,6,08/13/2019 11:59:59 PM,"(29.9514133530156, -90.1268354473291)",3662907.37619,529834.80199
414 S Telemachus St,414 S Telemachus St,Temporary STR,2,4,04/15/2019 11:59:59 PM,"(29.9686817228528, -90.0993213257991)",3671552.59553,536207.02721
2226 St Bernard Ave,2226 St Bernard Ave,Temporary STR,3,6,05/01/2019 11:59:59 PM,"(29.9789847840496, -90.0694602451966)",3680965.66121,540056.66116
DOUBLE TREE BY HILTON NEW ORLEANS,300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9508476328934, -90.0660964437057)",3682143.72834,529836.705729
1041 Constance St Apt 113,1041 Constance St Apt 113,Commercial STR,1,2,10/16/2019 11:59:59 PM,"(29.9415141862463, -90.0694997241712)",3681103.45115,526430.82137
LONDON LODGE MOTEL,9301 AIRLINE HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9723494750492, -90.1222621091529)",3664275.14247,537463.271368
3020 St Claude Ave,3020 St Claude Ave,Commercial STR,2,4,06/13/2019 04:53:26 PM,"(29.9677624352161, -90.0454890466749)",3688600.3046,536060.29889
1826 Burgundy Street ##A,1826 Burgundy Street ##A,Temporary STR,3,6,04/15/2019 10:31:36 AM,"(29.9661887478146, -90.061244984838)",3683618.09985,535432.3226
"LA FEMME FRANCAISE NATASHA, LLC",2028-2030 ST. CLAUDE AVE,4703 - BED & BREAKFAST INNS,,,,,,
FRENCH QUARTER SUITES,1119 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9642188047582, -90.0653327198382)",3682331.76936,534701.63239
301 St Charles Ave 404,301 St Charles Ave 404,Commercial STR,,,02/26/2019 11:59:59 PM,"(29.9514783820894, -90.0702627046057)",3680821.87609,530051.50228
FRENCH QUARTER SUITES,1119 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9642188047582, -90.0653327198382)",3682331.76936,534701.63239
THE QUEEN ANNE HOTEL,1625 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9371896068797, -90.0751952175749)",3679316.96482,524838.397116
2728 Urquhart St,2728 Urquhart St,Accessory STR,2,4,07/19/2019 12:39:36 PM,"(29.9704459824218, -90.0479095010542)",3687823.00713,537027.53038
PARKVIEW GUEST HOUSE,7004 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9360286576526, -90.1257919179354)",3663296.78605,524243.819068
429 Belleville St,429 Belleville St,Accessory STR,2,4,06/21/2019 02:03:06 PM,"(29.9514056087727, -90.0481504255917)",3687824.38671,530102.90106
1933 Cambronne St,1933 Cambronne St,Accessory STR,1,2,02/08/2019 11:22:37 AM,"(29.9548669818431, -90.1263775490668)",3663039.14963,531092.20231
HOTEL ST PIERRE,911 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9616870003334, -90.065946134853)",3682147.72936,533778.825413
CASA LA LICIOUS,1367 SAINT ANTHONY AVE,4703 - BED & BREAKFAST INNS,,,,,,
"MONARCH NEW ORLEANS, LP",210 O'KEEFE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9535054923382, -90.0732230649622)",3679876.32213,530778.312898
808 Congress St,808 Congress St,Accessory STR,1,2,03/01/2019 11:59:59 PM,"(29.9634534085279, -90.0397686810032)",3690429.14249,534513.78132
2609 Marais St,2609 Marais St,Commercial STR,2,4,09/30/2019 08:34:05 AM,"(29.9699064837224, -90.0495022495603)",3687320.9318,536825.69518
"3230 Camp St., New Orleans","3230 Camp St., New Orleans",Temporary STR,2,4,05/23/2019 10:47:36 AM,"(29.937983643951, -90.0766635559117)",3678848.75752,525122.03462
HOTEL INDIGO- MAIN,2203 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9341678890235, -90.0809848850771)",3677495.31573,523719.503355
4713 Baudin St Unit A,4713 Baudin St Unit A,Temporary STR,2,4,02/25/2019 12:27:11 PM,"(29.9755980424629, -90.1102127213477)",3668077.39047,538685.09883
QUALITY INN MAISON ST CHARLES,1319 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9401612343594, -90.0749769130156)",3679374.23752,525919.747901
1415 CREOLE GARDENS,1415 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9387594926698, -90.0739760103387)",3679696.82831,525413.506301
4314 Jena St,4314 Jena St,Accessory STR,,,04/15/2019 11:47:55 AM,"(29.9490302497032, -90.1071258774995)",3669158.04487,529034.46976
NEW ORLEANS MARRIOTT AT THE CONVENTION CENTER-[H/P,859 CONVENTION CENTER BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9432501119176, -90.0647982775791)",3682585.40232,527078.519806
ST. PHILIP FRENCH QUARTER APARTMENTS,612 ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9599514881259, -90.0620410103638)",3683391.22671,533161.426756
9408 Palm Street,9408 Palm Street,Accessory STR,1,2,07/18/2019 11:43:28 AM,"(29.973375463371, -90.122492949407)",3664198.11546,537835.589
STAY BRIDGE NEW ORLEANS,501 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9485075157807, -90.0671746007679)",3681811.71298,528981.979328
123 E. Sprague,123 E. Sprague,Temporary STR,1,2,05/14/2019 04:35:49 PM,"(29.9527254597922, -90.0711171420738)",3680546.30882,530502.0041
THE VICTORIAN HOUSE,914 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.9623265388455, -90.066545967078)",3681955.23093,534009.285125
2217 Almonaster Ave,2217 Almonaster Ave,Temporary STR,5,10,05/22/2019 11:59:59 PM,"(29.9806420271259, -90.046234285222)",3688311.74262,540741.14459
2215 Milan St,2215 Milan St,Temporary STR,2,4,03/28/2019 11:59:59 PM,"(29.9329658640443, -90.100187904575)",3671417.99726,523216.43884
HOTEL MAISON PIERRE LAFITTE   LTD,108 UNIVERSITY PL,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9547236526666, -90.071935751179)",3680279.08687,531225.76621
W FRENCH QUARTER HOTEL,316 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9544949700263, -90.0663499824243)",3682048.77532,531162.123394
1930 Robert St,1930 Robert St,Accessory STR,2,4,05/07/2019 11:59:59 PM,"(29.9318117139223, -90.1088312395201)",3668684.9097,522767.38873
THE OLD NO. 77 HOTEL & CHANDLERY - MAIN,535 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9478804961101, -90.067313153129)",3681770.35599,528753.487296
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2019 11:59:59 PM,"(29.946867141507, -90.0684783808234)",3681405.42169,528380.91943
ENTROPY ROOMS,300 S JEFFERSON DAVIS PKWY,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9679926212517, -90.0953084444741)",3672825.83284,535970.148551
TIRC HOTEL,1924 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9662764461849, -90.0752151324154)",3679194.5229,535415.376902
HOTEL MAISON DE VILLE,727 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9576939208768, -90.0659554461366)",3682160.84156,532326.761347
723 MARIGNY,723 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9651780147465, -90.055111035849)",3685564.32834,535086.395846
PLACE D'ARMES HOTEL,625 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9586491729688, -90.0634860965598)",3682938.90351,532682.783108
5432 Douglass St,5432 Douglass St,Accessory STR,1,2,05/22/2019 11:59:59 PM,"(29.9555639716078, -90.0196395786346)",3696835.45917,531717.41427
4342 Sybil St,4342 Sybil St,Temporary STR,3,6,02/20/2019 11:59:59 PM,"(30.0020694703666, -90.0753581362401)",3679006.35029,548430.60552
812 Gravier St Apt 503,812 Gravier St Apt 503,Commercial STR,1,2,06/07/2019 11:59:59 PM,"(29.9519391825144, -90.0714819183356)",3680433.94645,530214.81248
2017 N Claiborne Ave,2017 N Claiborne Ave,Commercial STR,5,10,10/08/2019 11:59:59 PM,"(29.9735791517387, -90.059199567932)",3684235.8358,538126.94458
AUDUBON PARK HOUSE,6022 PITT ST,4703 - BED & BREAKFAST INNS,,,,"(29.9274290352594, -90.1202546863536)",3665083.62919,521135.197945
600 Canal St APT 702,600 Canal St APT 702,Commercial STR,1,2,02/14/2019 02:32:37 PM,"(29.9524561629676, -90.068501628113)",3681375.62543,530413.21088
CHATEAU HOTEL,1001 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.960168142689, -90.0615638793688)",3683541.43081,533241.886852
1824 N Rampart St,1824 N Rampart St,Temporary STR,1,2,06/14/2019 04:11:15 PM,"(29.9668561395609, -90.0606350810257)",3683808.51183,535677.1554
CHIMES BED & BREAKFAST (THE),1146 CONSTANTINOPLE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9238081372383, -90.097235933889)",3672388.88775,519896.428664
THE DUCHESS,833 6TH ST,4703 - BED & BREAKFAST INNS,,,,"(29.9236155313316, -90.0822969630205)",3677121.64686,519877.745976
4556 Montegut Dr,4556 Montegut Dr,Temporary STR,3,6,02/25/2019 05:15:04 PM,"(30.0070337772727, -90.0407930522566)",3689926.03401,550357.57551
3838 Orleans Ave,3838 Orleans Ave,Accessory STR,2,4,04/10/2019 03:48:58 PM,"(29.9779916180798, -90.0939455537108)",3673218.01582,539610.83521
BLUE LAGOON NOLA,4417 DRYADES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9297122964817, -90.1031104851898)",3670505.04142,522023.371578
1912 Dauphine St,1912 Dauphine St,Accessory STR,1,2,04/25/2019 11:59:59 PM,"(29.9652563757061, -90.0597357407507)",3684099.72469,535098.58573
635 N Scott St Apt 23,635 N Scott St Apt 23,Commercial STR,1,2,07/12/2019 02:16:54 PM,"(29.9780867128052, -90.094710113484)",3672975.59521,539642.79809
JEAN LAFITTE HOUSE,613 ESPLANADE AVE,"4704 - TRAVELER ACCOMMODATION, ALL OTH",,,,"(29.963095553633, -90.0592147991196)",3684273.4038,534314.664581
HOTEL LE MARAIS,717 CONTI ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9560463572393, -90.0672313980382)",3681763.43541,531723.179843
1620 Pauger St #5,1620 Pauger St #5,Temporary STR,1,2,03/01/2019 11:44:53 AM,"(29.9668530334116, -90.0605223553005)",3683844.21532,535676.42233
HOTEL LE MARAIS,717 CONTI ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9560463572393, -90.0672313980382)",3681763.43541,531723.179843
930 Jackson Ave Apt 3,930 Jackson Ave Apt 3,Temporary STR,3,6,04/19/2019 11:59:59 PM,"(29.9284311717162, -90.076021386758)",3679090.25419,521650.64241
NEW ORLEANS JAZZ QUARTERS,1129 ST. PHILLIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
3228 St Claude Ave,3228 St Claude Ave,Commercial STR,2,4,05/14/2019 11:59:59 PM,"(29.9669184254617, -90.0417393839893)",3689790.96041,535766.74881
